months,budget,gap,left,right,shared,left_only,right_only,reciprocal,jaccard
6,1500,20,0.50,1.50,4,3,0,False,0.5714285714285714
6,1500,20,0.50,1.75,5,2,1,True,0.625
6,1500,20,0.50,2.00,6,1,1,True,0.75
6,1500,20,0.50,2.25,6,1,1,True,0.75
6,1500,20,0.50,2.50,6,1,1,True,0.75
6,1500,20,0.50,2.75,6,1,1,True,0.75
6,1500,20,0.50,3.00,5,2,1,True,0.625
6,1500,20,0.50,3.25,4,3,2,True,0.4444444444444444
6,1500,20,0.50,3.50,4,3,2,True,0.4444444444444444
6,1500,20,0.75,1.00,5,2,0,False,0.7142857142857143
6,1500,20,0.75,1.25,4,3,0,False,0.5714285714285714
6,1500,20,0.75,1.50,4,3,0,False,0.5714285714285714
6,1500,20,0.75,1.75,6,1,0,False,0.8571428571428571
6,1500,20,0.75,2.00,6,1,1,True,0.75
6,1500,20,0.75,2.25,6,1,1,True,0.75
6,1500,20,0.75,2.50,6,1,1,True,0.75
6,1500,20,0.75,2.75,6,1,1,True,0.75
6,1500,20,0.75,3.00,5,2,1,True,0.625
6,1500,20,0.75,3.25,5,2,1,True,0.625
6,1500,20,0.75,3.50,5,2,1,True,0.625
6,1500,20,1.00,1.25,4,1,0,False,0.8
6,1500,20,1.00,1.50,4,1,0,False,0.8
6,1500,20,1.00,1.75,5,0,1,False,0.8333333333333334
6,1500,20,1.00,2.00,5,0,2,False,0.7142857142857143
6,1500,20,1.00,2.25,5,0,2,False,0.7142857142857143
6,1500,20,1.00,2.50,5,0,2,False,0.7142857142857143
6,1500,20,1.00,2.75,5,0,2,False,0.7142857142857143
6,1500,20,1.00,3.00,5,0,1,False,0.8333333333333334
6,1500,20,1.00,3.25,5,0,1,False,0.8333333333333334
6,1500,20,1.00,3.50,5,0,1,False,0.8333333333333334
6,1500,20,1.25,1.50,4,0,0,False,1.0
6,1500,20,1.25,1.75,4,0,2,False,0.6666666666666666
6,1500,20,1.25,2.00,4,0,3,False,0.5714285714285714
6,1500,20,1.25,2.25,4,0,3,False,0.5714285714285714
6,1500,20,1.25,2.50,4,0,3,False,0.5714285714285714
6,1500,20,1.25,2.75,4,0,3,False,0.5714285714285714
6,1500,20,1.25,3.00,4,0,2,False,0.6666666666666666
6,1500,20,1.25,3.25,4,0,2,False,0.6666666666666666
6,1500,20,1.25,3.50,4,0,2,False,0.6666666666666666
6,1500,20,1.50,1.75,4,0,2,False,0.6666666666666666
6,1500,20,1.50,2.00,4,0,3,False,0.5714285714285714
6,1500,20,1.50,2.25,4,0,3,False,0.5714285714285714
6,1500,20,1.50,2.50,4,0,3,False,0.5714285714285714
6,1500,20,1.50,2.75,4,0,3,False,0.5714285714285714
6,1500,20,1.50,3.00,4,0,2,False,0.6666666666666666
6,1500,20,1.50,3.25,4,0,2,False,0.6666666666666666
6,1500,20,1.50,3.50,4,0,2,False,0.6666666666666666
6,1500,20,1.75,2.00,6,0,1,False,0.8571428571428571
6,1500,20,1.75,2.25,6,0,1,False,0.8571428571428571
6,1500,20,1.75,2.50,6,0,1,False,0.8571428571428571
6,1500,20,1.75,2.75,6,0,1,False,0.8571428571428571
6,1500,20,1.75,3.00,5,1,1,True,0.7142857142857143
6,1500,20,1.75,3.25,5,1,1,True,0.7142857142857143
6,1500,20,1.75,3.50,5,1,1,True,0.7142857142857143
6,1500,20,2.00,2.25,7,0,0,False,1.0
6,1500,20,2.00,2.50,7,0,0,False,1.0
6,1500,20,2.00,2.75,7,0,0,False,1.0
6,1500,20,2.00,3.00,6,1,0,False,0.8571428571428571
6,1500,20,2.00,3.25,5,2,1,True,0.625
6,1500,20,2.00,3.50,5,2,1,True,0.625
6,1500,20,2.25,2.50,7,0,0,False,1.0
6,1500,20,2.25,2.75,7,0,0,False,1.0
6,1500,20,2.25,3.00,6,1,0,False,0.8571428571428571
6,1500,20,2.25,3.25,5,2,1,True,0.625
6,1500,20,2.25,3.50,5,2,1,True,0.625
6,1500,20,2.50,2.75,7,0,0,False,1.0
6,1500,20,2.50,3.00,6,1,0,False,0.8571428571428571
6,1500,20,2.50,3.25,5,2,1,True,0.625
6,1500,20,2.50,3.50,5,2,1,True,0.625
6,1500,20,2.75,3.00,6,1,0,False,0.8571428571428571
6,1500,20,2.75,3.25,5,2,1,True,0.625
6,1500,20,2.75,3.50,5,2,1,True,0.625
6,1500,20,3.00,3.25,5,1,1,True,0.7142857142857143
6,1500,20,3.00,3.50,5,1,1,True,0.7142857142857143
6,1500,20,3.25,3.50,6,0,0,False,1.0
6,1500,40,0.50,0.75,5,2,2,True,0.5555555555555556
6,1500,40,0.50,1.00,4,3,1,True,0.5
6,1500,40,0.50,1.25,4,3,0,False,0.5714285714285714
6,1500,40,0.50,1.50,4,3,0,False,0.5714285714285714
6,1500,40,0.50,1.75,5,2,1,True,0.625
6,1500,40,0.50,2.00,6,1,1,True,0.75
6,1500,40,0.50,2.25,6,1,1,True,0.75
6,1500,40,0.50,2.50,6,1,1,True,0.75
6,1500,40,0.50,2.75,6,1,1,True,0.75
6,1500,40,0.50,3.00,5,2,1,True,0.625
6,1500,40,0.50,3.25,4,3,2,True,0.4444444444444444
6,1500,40,0.50,3.50,4,3,2,True,0.4444444444444444
6,1500,40,0.75,1.00,5,2,0,False,0.7142857142857143
6,1500,40,0.75,1.25,4,3,0,False,0.5714285714285714
6,1500,40,0.75,1.50,4,3,0,False,0.5714285714285714
6,1500,40,0.75,1.75,6,1,0,False,0.8571428571428571
6,1500,40,0.75,2.00,6,1,1,True,0.75
6,1500,40,0.75,2.25,6,1,1,True,0.75
6,1500,40,0.75,2.50,6,1,1,True,0.75
6,1500,40,0.75,2.75,6,1,1,True,0.75
6,1500,40,0.75,3.00,5,2,1,True,0.625
6,1500,40,0.75,3.25,5,2,1,True,0.625
6,1500,40,0.75,3.50,5,2,1,True,0.625
6,1500,40,1.00,1.25,4,1,0,False,0.8
6,1500,40,1.00,1.50,4,1,0,False,0.8
6,1500,40,1.00,1.75,5,0,1,False,0.8333333333333334
6,1500,40,1.00,2.00,5,0,2,False,0.7142857142857143
6,1500,40,1.00,2.25,5,0,2,False,0.7142857142857143
6,1500,40,1.00,2.50,5,0,2,False,0.7142857142857143
6,1500,40,1.00,2.75,5,0,2,False,0.7142857142857143
6,1500,40,1.00,3.00,5,0,1,False,0.8333333333333334
6,1500,40,1.00,3.25,5,0,1,False,0.8333333333333334
6,1500,40,1.00,3.50,5,0,1,False,0.8333333333333334
6,1500,40,1.25,1.50,4,0,0,False,1.0
6,1500,40,1.25,1.75,4,0,2,False,0.6666666666666666
6,1500,40,1.25,2.00,4,0,3,False,0.5714285714285714
6,1500,40,1.25,2.25,4,0,3,False,0.5714285714285714
6,1500,40,1.25,2.50,4,0,3,False,0.5714285714285714
6,1500,40,1.25,2.75,4,0,3,False,0.5714285714285714
6,1500,40,1.25,3.00,4,0,2,False,0.6666666666666666
6,1500,40,1.25,3.25,4,0,2,False,0.6666666666666666
6,1500,40,1.25,3.50,4,0,2,False,0.6666666666666666
6,1500,40,1.50,1.75,4,0,2,False,0.6666666666666666
6,1500,40,1.50,2.00,4,0,3,False,0.5714285714285714
6,1500,40,1.50,2.25,4,0,3,False,0.5714285714285714
6,1500,40,1.50,2.50,4,0,3,False,0.5714285714285714
6,1500,40,1.50,2.75,4,0,3,False,0.5714285714285714
6,1500,40,1.50,3.00,4,0,2,False,0.6666666666666666
6,1500,40,1.50,3.25,4,0,2,False,0.6666666666666666
6,1500,40,1.50,3.50,4,0,2,False,0.6666666666666666
6,1500,40,1.75,2.00,6,0,1,False,0.8571428571428571
6,1500,40,1.75,2.25,6,0,1,False,0.8571428571428571
6,1500,40,1.75,2.50,6,0,1,False,0.8571428571428571
6,1500,40,1.75,2.75,6,0,1,False,0.8571428571428571
6,1500,40,1.75,3.00,5,1,1,True,0.7142857142857143
6,1500,40,1.75,3.25,5,1,1,True,0.7142857142857143
6,1500,40,1.75,3.50,5,1,1,True,0.7142857142857143
6,1500,40,2.00,2.25,7,0,0,False,1.0
6,1500,40,2.00,2.50,7,0,0,False,1.0
6,1500,40,2.00,2.75,7,0,0,False,1.0
6,1500,40,2.00,3.00,6,1,0,False,0.8571428571428571
6,1500,40,2.00,3.25,5,2,1,True,0.625
6,1500,40,2.00,3.50,5,2,1,True,0.625
6,1500,40,2.25,2.50,7,0,0,False,1.0
6,1500,40,2.25,2.75,7,0,0,False,1.0
6,1500,40,2.25,3.00,6,1,0,False,0.8571428571428571
6,1500,40,2.25,3.25,5,2,1,True,0.625
6,1500,40,2.25,3.50,5,2,1,True,0.625
6,1500,40,2.50,2.75,7,0,0,False,1.0
6,1500,40,2.50,3.00,6,1,0,False,0.8571428571428571
6,1500,40,2.50,3.25,5,2,1,True,0.625
6,1500,40,2.50,3.50,5,2,1,True,0.625
6,1500,40,2.75,3.00,6,1,0,False,0.8571428571428571
6,1500,40,2.75,3.25,5,2,1,True,0.625
6,1500,40,2.75,3.50,5,2,1,True,0.625
6,1500,40,3.00,3.25,5,1,1,True,0.7142857142857143
6,1500,40,3.00,3.50,5,1,1,True,0.7142857142857143
6,1500,40,3.25,3.50,6,0,0,False,1.0
6,6800,5,0.50,0.75,0,0,0,False,
6,6800,5,0.50,1.00,0,0,0,False,
6,6800,5,0.50,1.25,0,0,0,False,
6,6800,5,0.50,1.50,0,0,0,False,
6,6800,5,0.50,1.75,0,0,0,False,
6,6800,5,0.50,2.00,0,0,0,False,
6,6800,5,0.50,2.25,0,0,0,False,
6,6800,5,0.50,2.50,0,0,0,False,
6,6800,5,0.50,2.75,0,0,0,False,
6,6800,5,0.50,3.00,0,0,0,False,
6,6800,5,0.50,3.25,0,0,0,False,
6,6800,5,0.50,3.50,0,0,0,False,
6,6800,5,0.75,1.00,0,0,0,False,
6,6800,5,0.75,1.25,0,0,0,False,
6,6800,5,0.75,1.50,0,0,0,False,
6,6800,5,0.75,1.75,0,0,0,False,
6,6800,5,0.75,2.00,0,0,0,False,
6,6800,5,0.75,2.25,0,0,0,False,
6,6800,5,0.75,2.50,0,0,0,False,
6,6800,5,0.75,2.75,0,0,0,False,
6,6800,5,0.75,3.00,0,0,0,False,
6,6800,5,0.75,3.25,0,0,0,False,
6,6800,5,0.75,3.50,0,0,0,False,
6,6800,5,1.00,1.25,0,0,0,False,
6,6800,5,1.00,1.50,0,0,0,False,
6,6800,5,1.00,1.75,0,0,0,False,
6,6800,5,1.00,2.00,0,0,0,False,
6,6800,5,1.00,2.25,0,0,0,False,
6,6800,5,1.00,2.50,0,0,0,False,
6,6800,5,1.00,2.75,0,0,0,False,
6,6800,5,1.00,3.00,0,0,0,False,
6,6800,5,1.00,3.25,0,0,0,False,
6,6800,5,1.00,3.50,0,0,0,False,
6,6800,5,1.25,1.50,0,0,0,False,
6,6800,5,1.25,1.75,0,0,0,False,
6,6800,5,1.25,2.00,0,0,0,False,
6,6800,5,1.25,2.25,0,0,0,False,
6,6800,5,1.25,2.50,0,0,0,False,
6,6800,5,1.25,2.75,0,0,0,False,
6,6800,5,1.25,3.00,0,0,0,False,
6,6800,5,1.25,3.25,0,0,0,False,
6,6800,5,1.25,3.50,0,0,0,False,
6,6800,5,1.50,1.75,0,0,0,False,
6,6800,5,1.50,2.00,0,0,0,False,
6,6800,5,1.50,2.25,0,0,0,False,
6,6800,5,1.50,2.50,0,0,0,False,
6,6800,5,1.50,2.75,0,0,0,False,
6,6800,5,1.50,3.00,0,0,0,False,
6,6800,5,1.50,3.25,0,0,0,False,
6,6800,5,1.50,3.50,0,0,0,False,
6,6800,5,1.75,2.00,0,0,0,False,
6,6800,5,1.75,2.25,0,0,0,False,
6,6800,5,1.75,2.50,0,0,0,False,
6,6800,5,1.75,2.75,0,0,0,False,
6,6800,5,1.75,3.00,0,0,0,False,
6,6800,5,1.75,3.25,0,0,0,False,
6,6800,5,1.75,3.50,0,0,0,False,
6,6800,5,2.00,2.25,0,0,0,False,
6,6800,5,2.00,2.50,0,0,0,False,
6,6800,5,2.00,2.75,0,0,0,False,
6,6800,5,2.00,3.00,0,0,0,False,
6,6800,5,2.00,3.25,0,0,0,False,
6,6800,5,2.00,3.50,0,0,0,False,
6,6800,5,2.25,2.50,0,0,0,False,
6,6800,5,2.25,2.75,0,0,0,False,
6,6800,5,2.25,3.00,0,0,0,False,
6,6800,5,2.25,3.25,0,0,0,False,
6,6800,5,2.25,3.50,0,0,0,False,
6,6800,5,2.50,2.75,0,0,0,False,
6,6800,5,2.50,3.00,0,0,0,False,
6,6800,5,2.50,3.25,0,0,0,False,
6,6800,5,2.50,3.50,0,0,0,False,
6,6800,5,2.75,3.00,0,0,0,False,
6,6800,5,2.75,3.25,0,0,0,False,
6,6800,5,2.75,3.50,0,0,0,False,
6,6800,5,3.00,3.25,0,0,0,False,
6,6800,5,3.00,3.50,0,0,0,False,
6,6800,5,3.25,3.50,0,0,0,False,
6,6800,20,0.50,0.75,0,0,0,False,
6,6800,20,0.50,1.00,0,0,0,False,
6,6800,20,0.50,1.25,0,0,0,False,
6,6800,20,0.50,1.50,0,0,0,False,
6,6800,20,0.50,1.75,0,0,0,False,
6,6800,20,0.50,2.00,0,0,0,False,
6,6800,20,0.50,2.25,0,0,0,False,
6,6800,20,0.50,2.50,0,0,0,False,
6,6800,20,0.50,2.75,0,0,0,False,
6,6800,20,0.50,3.00,0,0,0,False,
6,6800,20,0.50,3.25,0,0,0,False,
6,6800,20,0.50,3.50,0,0,0,False,
6,6800,20,0.75,1.00,0,0,0,False,
6,6800,20,0.75,1.25,0,0,0,False,
6,6800,20,0.75,1.50,0,0,0,False,
6,6800,20,0.75,1.75,0,0,0,False,
6,6800,20,0.75,2.00,0,0,0,False,
6,6800,20,0.75,2.25,0,0,0,False,
6,6800,20,0.75,2.50,0,0,0,False,
6,6800,20,0.75,2.75,0,0,0,False,
6,6800,20,0.75,3.00,0,0,0,False,
6,6800,20,0.75,3.25,0,0,0,False,
6,6800,20,0.75,3.50,0,0,0,False,
6,6800,20,1.00,1.25,0,0,0,False,
6,6800,20,1.00,1.50,0,0,0,False,
6,6800,20,1.00,1.75,0,0,0,False,
6,6800,20,1.00,2.00,0,0,0,False,
6,6800,20,1.00,2.25,0,0,0,False,
6,6800,20,1.00,2.50,0,0,0,False,
6,6800,20,1.00,2.75,0,0,0,False,
6,6800,20,1.00,3.00,0,0,0,False,
6,6800,20,1.00,3.25,0,0,0,False,
6,6800,20,1.00,3.50,0,0,0,False,
6,6800,20,1.25,1.50,0,0,0,False,
6,6800,20,1.25,1.75,0,0,0,False,
6,6800,20,1.25,2.00,0,0,0,False,
6,6800,20,1.25,2.25,0,0,0,False,
6,6800,20,1.25,2.50,0,0,0,False,
6,6800,20,1.25,2.75,0,0,0,False,
6,6800,20,1.25,3.00,0,0,0,False,
6,6800,20,1.25,3.25,0,0,0,False,
6,6800,20,1.25,3.50,0,0,0,False,
6,6800,20,1.50,1.75,0,0,0,False,
6,6800,20,1.50,2.00,0,0,0,False,
6,6800,20,1.50,2.25,0,0,0,False,
6,6800,20,1.50,2.50,0,0,0,False,
6,6800,20,1.50,2.75,0,0,0,False,
6,6800,20,1.50,3.00,0,0,0,False,
6,6800,20,1.50,3.25,0,0,0,False,
6,6800,20,1.50,3.50,0,0,0,False,
6,6800,20,1.75,2.00,0,0,0,False,
6,6800,20,1.75,2.25,0,0,0,False,
6,6800,20,1.75,2.50,0,0,0,False,
6,6800,20,1.75,2.75,0,0,0,False,
6,6800,20,1.75,3.00,0,0,0,False,
6,6800,20,1.75,3.25,0,0,0,False,
6,6800,20,1.75,3.50,0,0,0,False,
6,6800,20,2.00,2.25,0,0,0,False,
6,6800,20,2.00,2.50,0,0,0,False,
6,6800,20,2.00,2.75,0,0,0,False,
6,6800,20,2.00,3.00,0,0,0,False,
6,6800,20,2.00,3.25,0,0,0,False,
6,6800,20,2.00,3.50,0,0,0,False,
6,6800,20,2.25,2.50,0,0,0,False,
6,6800,20,2.25,2.75,0,0,0,False,
6,6800,20,2.25,3.00,0,0,0,False,
6,6800,20,2.25,3.25,0,0,0,False,
6,6800,20,2.25,3.50,0,0,0,False,
6,6800,20,2.50,2.75,0,0,0,False,
6,6800,20,2.50,3.00,0,0,0,False,
6,6800,20,2.50,3.25,0,0,0,False,
6,6800,20,2.50,3.50,0,0,0,False,
6,6800,20,2.75,3.00,0,0,0,False,
6,6800,20,2.75,3.25,0,0,0,False,
6,6800,20,2.75,3.50,0,0,0,False,
6,6800,20,3.00,3.25,0,0,0,False,
6,6800,20,3.00,3.50,0,0,0,False,
6,6800,20,3.25,3.50,0,0,0,False,
6,6800,40,0.50,0.75,0,0,0,False,
6,6800,40,0.50,1.00,0,0,0,False,
6,6800,40,0.50,1.25,0,0,0,False,
6,6800,40,0.50,1.50,0,0,0,False,
6,6800,40,0.50,1.75,0,0,0,False,
6,6800,40,0.50,2.00,0,0,0,False,
6,6800,40,0.50,2.25,0,0,0,False,
6,6800,40,0.50,2.50,0,0,0,False,
6,6800,40,0.50,2.75,0,0,0,False,
6,6800,40,0.50,3.00,0,0,0,False,
6,6800,40,0.50,3.25,0,0,0,False,
6,6800,40,0.50,3.50,0,0,0,False,
6,6800,40,0.75,1.00,0,0,0,False,
6,6800,40,0.75,1.25,0,0,0,False,
6,6800,40,0.75,1.50,0,0,0,False,
6,6800,40,0.75,1.75,0,0,0,False,
6,6800,40,0.75,2.00,0,0,0,False,
6,6800,40,0.75,2.25,0,0,0,False,
6,6800,40,0.75,2.50,0,0,0,False,
6,6800,40,0.75,2.75,0,0,0,False,
6,6800,40,0.75,3.00,0,0,0,False,
6,6800,40,0.75,3.25,0,0,0,False,
6,6800,40,0.75,3.50,0,0,0,False,
6,6800,40,1.00,1.25,0,0,0,False,
6,6800,40,1.00,1.50,0,0,0,False,
6,6800,40,1.00,1.75,0,0,0,False,
6,6800,40,1.00,2.00,0,0,0,False,
6,6800,40,1.00,2.25,0,0,0,False,
6,6800,40,1.00,2.50,0,0,0,False,
6,6800,40,1.00,2.75,0,0,0,False,
6,6800,40,1.00,3.00,0,0,0,False,
6,6800,40,1.00,3.25,0,0,0,False,
6,6800,40,1.00,3.50,0,0,0,False,
6,6800,40,1.25,1.50,0,0,0,False,
6,6800,40,1.25,1.75,0,0,0,False,
6,6800,40,1.25,2.00,0,0,0,False,
6,6800,40,1.25,2.25,0,0,0,False,
6,6800,40,1.25,2.50,0,0,0,False,
6,6800,40,1.25,2.75,0,0,0,False,
6,6800,40,1.25,3.00,0,0,0,False,
6,6800,40,1.25,3.25,0,0,0,False,
6,6800,40,1.25,3.50,0,0,0,False,
6,6800,40,1.50,1.75,0,0,0,False,
6,6800,40,1.50,2.00,0,0,0,False,
6,6800,40,1.50,2.25,0,0,0,False,
6,6800,40,1.50,2.50,0,0,0,False,
6,6800,40,1.50,2.75,0,0,0,False,
6,6800,40,1.50,3.00,0,0,0,False,
6,6800,40,1.50,3.25,0,0,0,False,
6,6800,40,1.50,3.50,0,0,0,False,
6,6800,40,1.75,2.00,0,0,0,False,
6,6800,40,1.75,2.25,0,0,0,False,
6,6800,40,1.75,2.50,0,0,0,False,
6,6800,40,1.75,2.75,0,0,0,False,
6,6800,40,1.75,3.00,0,0,0,False,
6,6800,40,1.75,3.25,0,0,0,False,
6,6800,40,1.75,3.50,0,0,0,False,
6,6800,40,2.00,2.25,0,0,0,False,
6,6800,40,2.00,2.50,0,0,0,False,
6,6800,40,2.00,2.75,0,0,0,False,
6,6800,40,2.00,3.00,0,0,0,False,
6,6800,40,2.00,3.25,0,0,0,False,
6,6800,40,2.00,3.50,0,0,0,False,
6,6800,40,2.25,2.50,0,0,0,False,
6,6800,40,2.25,2.75,0,0,0,False,
6,6800,40,2.25,3.00,0,0,0,False,
6,6800,40,2.25,3.25,0,0,0,False,
6,6800,40,2.25,3.50,0,0,0,False,
6,6800,40,2.50,2.75,0,0,0,False,
6,6800,40,2.50,3.00,0,0,0,False,
6,6800,40,2.50,3.25,0,0,0,False,
6,6800,40,2.50,3.50,0,0,0,False,
6,6800,40,2.75,3.00,0,0,0,False,
6,6800,40,2.75,3.25,0,0,0,False,
6,6800,40,2.75,3.50,0,0,0,False,
6,6800,40,3.00,3.25,0,0,0,False,
6,6800,40,3.00,3.50,0,0,0,False,
6,6800,40,3.25,3.50,0,0,0,False,
